,Record ID,Store Name,Store Type,Street Number,Street Name,Additional Address,City,State,Zip Code,Zip4,County,Latitude,Longitude,Authorization Date,End Date
914426,783902,IMART  ,Meat/Poultry Specialty,1001,S Jackson St, ,Seattle,WA,98104,3015,KING,47.59915,-122.3194,04/14/2006,06/04/2007
914427,457598,IMPERIAL GROCERY  ,Convenience Store,903,James St, ,Seattle,WA,98104,2115,KING,0.0,0.0,01/05/1982,03/14/1996
914428,594683,IMPERIAL GROCERY  ,Convenience Store,903,James St, ,Seattle,WA,98104,2115,KING,0.0,0.0,05/20/1996,03/18/2000
914429,670027,IMPERIAL GROCERY  ,Convenience Store,502,Broadway, ,Seattle,WA,98122,5329,KING,47.60643,-122.3207,03/21/2000,10/14/2007
914453,808618,International Market  ,Small Grocery Store,7126,Martin Luther King Jr Way S,Ste 105,Seattle,WA,98118,3595,KING,47.53812,-122.2814,02/07/2007,02/07/2007
914454,808618,International Market  ,Small Grocery Store,7126,Martin Luther King Jr Way S,Ste 105,Seattle,WA,98118,3595,KING,47.53812,-122.2814,02/10/2007,08/22/2011
914456,1223627,Island Pacific Supermarket 6040,Super Store,6040,Martin Luther King Jr Way S, ,Seattle,WA,98118,3142,KING,47.54692,-122.2859,12/14/2015,03/25/2019
914462,446989,IVACCO FOODS STORE  ,Unknown,1501,Pike Pl Ste 515, ,Seattle,WA,98101,1542,KING,0.0,0.0,02/06/1997,06/30/2002
914463,558405,J & B AFRICAN MARKET  ,Meat/Poultry Specialty,219,Broadway E Ste 15, ,Seattle,WA,98102,5797,KING,0.0,0.0,08/15/1996,10/09/1996
914464,777119,J & J MINI MART  ,Convenience Store,10723,1st Ave S, ,Seattle,WA,98168,1300,KING,47.50713,-122.3337,04/24/2006,10/31/2007
914466,695573,J & P FOODS  ,Convenience Store,3650,Wallingford Ave N, ,Seattle,WA,98103,8242,KING,0.0,0.0,01/21/1987,12/26/1999
914468,281866,J C GROCERY  ,Convenience Store,1928,9th Ave, ,Seattle,WA,98101,1304,KING,0.0,0.0,03/23/1992,09/20/2002
914469,510648,J C GROCERY  ,Convenience Store,1928,9th Ave, ,Seattle,WA,98101,1304,KING,47.61591,-122.3348,10/16/2002,10/18/2005
914472,787157,J'S MARKET  ,Convenience Store,4747,University Way NE, ,Seattle,WA,98105,4412,KING,47.66443,-122.3131,06/16/2006,03/01/2016
914474,285903,J'S PLACE  ,Unknown,417,2nd Ave Ext S, ,Seattle,WA,98104,2880,KING,0.0,0.0,05/20/1994,07/14/1996
914478,398847,JACK'S FISH SPOT  ,Seafood Specialty,1514,Pike Pl, ,Seattle,WA,98101,1574,KING,47.60902,-122.341,01/17/1986,06/16/2021
914479,413684,JACK'S PAYLESS  ,Convenience Store,9423,Ml King Jr Way S, ,Seattle,WA,98118,5417,KING,0.0,0.0,01/01/1930,06/30/2002
914480,364327,JACKPOT CONVENIENCE STORE  01235,Convenience Store,4001,California Ave SW, ,Seattle,WA,98116,3707,KING,0.0,0.0,06/06/1996,07/11/2001
914481,339019,JACKPOT FOOD MART  ,Convenience Store,5235,Delridge Way SW, ,Seattle,WA,98106,1377,KING,0.0,0.0,04/17/1986,12/09/1992
914485,651967,JACKPOT FOOD MART #247  ,Convenience Store,5235,Delridge Way SW, ,Seattle,WA,98106,1377,KING,0.0,0.0,11/04/1993,11/26/1996
914488,369551,JACKSON MINI MART  ,Convenience Store,1917,S Jackson St, ,Seattle,WA,98144,2224,KING,0.0,0.0,08/06/1986,03/24/1994
914489,510144,JACKSON ST GEN STORE  ,Convenience Store,2723,S Jackson St, ,Seattle,WA,98144,2441,KING,0.0,0.0,01/24/1992,05/01/1994
914490,478188,JACKSON ST GENERAL STORE  ,Convenience Store,2723,S Jackson St, ,Seattle,WA,98144,2441,KING,0.0,0.0,12/03/1996,10/29/1998
914491,617428,JACKSON STREET GENERAL STORE  ,Convenience Store,2723,S Jackson St, ,Seattle,WA,98144,2441,KING,0.0,0.0,06/22/1994,04/23/1996
914522,969025,Jacksons Food Stores 654,Convenience Store,10,Denny Way, ,Seattle,WA,98109,4907,KING,47.61863,-122.3564,09/01/2010, 
914523,1321118,Jaimaa Llc  ,Convenience Store,5235,Delridge Way SW, ,Seattle,WA,98106,1377,KING,47.55387,-122.363,06/15/2018, 
914529,718646,JAMILA'S MINI MARKET  ,Meat/Poultry Specialty,3300,Rainier Ave S, ,Seattle,WA,98144,6034,KING,0.0,0.0,12/31/2003,12/13/2004
914530,609876,JANE'S MART  ,Convenience Store,4886,Beacon Ave S, ,Seattle,WA,98108,1501,KING,0.0,0.0,09/10/1992,02/24/1999
914539,569274,JEAN'S DELI & GROCERY  ,Convenience Store,515,3rd Ave, ,Seattle,WA,98104,2304,KING,0.0,0.0,09/24/1992,01/31/1994
914540,701641,JEAN'S DELI & GROCERY  ,Convenience Store,515,3rd Ave, ,Seattle,WA,98104,2304,KING,0.0,0.0,02/01/1994,11/22/1998
914541,701641,JEAN'S DELI & GROCERY  ,Convenience Store,515,3rd Ave, ,Seattle,WA,98104,2304,KING,0.0,0.0,03/15/2000,05/31/2002
914542,632733,JEANS DELI AND GROCERY  ,Convenience Store,515,3rd Ave, ,Seattle,WA,98104,2304,KING,0.0,0.0,12/16/1998,03/12/2000
914543,1099817,Jebena Market  ,Combination Grocery/Other,1510,Ne 117th St, ,Seattle,WA,98125,5139,KING,47.71402,-122.3123,07/11/2013, 
914544,638375,JEFF MART  ,Convenience Store,1625,E Jefferson St, ,Seattle,WA,98122,5629,KING,0.0,0.0,06/19/1987,01/31/1996
914545,687433,JEFF MART  ,Convenience Store,1625,E Jefferson St, ,Seattle,WA,98122,5629,KING,0.0,0.0,02/07/1996,07/31/1998
914546,632549,JEFF MART  ,Convenience Store,1625,E Jefferson St, ,Seattle,WA,98122,5629,KING,0.0,0.0,08/25/1998,09/29/2003
914547,981802,Jefferson Grocery  ,Convenience Store,1220,E Jefferson St, ,Seattle,WA,98122,5536,KING,47.60623,-122.3157,04/25/2011,06/10/2012
914549,973788,Jerusalem Mini Market  ,Small Grocery Store,2504,S Jackson St, ,Seattle,WA,98144, ,KING,47.59929,-122.2996,11/01/2010,06/12/2011
914550,454494,JHANKAR  ,Unknown,2000,23rd Ave S Ste C, ,Seattle,WA,98144,4604,KING,0.0,0.0,02/16/1995,08/08/1996
914551,956788,Jian He Hang Company Inc  ,Combination Grocery/Other,653,S Jackson St, ,Seattle,WA,98104,2928,KING,47.59913,-122.325,09/20/2010,04/18/2012
914552,357812,JIM AND MARIE'S ONE STOP  ,Convenience Store,8855,9th Ave SW, ,Seattle,WA,98106,2517,KING,0.0,0.0,08/25/1992,06/30/1997
914553,1431438,Jim's Market  ,Convenience Store,7500,Mlk Jr Way S,,Seattle,WA,98118,3735,KING,47.53455,-122.2804,12/08/2020,07/11/2021
914554,582172,JIM'S MARKET & GAS  ,Convenience Store,7500,Ml King Jr Way S, ,Seattle,WA,98118,3735,KING,0.0,0.0,02/28/1996,07/12/2000
914555,671659,JIM'S MARKET AND GAS  ,Convenience Store,7500,Martin Luther King Jr Way S, ,Seattle,WA,98118,3735,KING,47.5348,-122.2806,09/10/2002,05/17/2018
914557,410893,JIMS MARKET & GAS  ,Convenience Store,7500,Ml King Jr Way S, ,Seattle,WA,98118,3735,KING,0.0,0.0,07/27/2000,08/14/2002
914559,634164,"JLA DISTRIBUTORS, INC  ",Delivery Route,5950,6th Ave S Ste 204, ,Seattle,WA,98108,3317,KING,0.0,0.0,10/02/1991,12/09/1992
914560,272200,JOE'S MADRONA FOOD CENTER  ,Convenience Store,3309,E Union St, ,Seattle,WA,98122,3371,KING,0.0,0.0,11/06/1970,08/30/1995
914562,1093748,Joe's Market  ,Convenience Store,1520,2nd Ave, ,Seattle,WA,98101,1508,KING,47.60949,-122.339,05/07/2013,06/06/2016
914566,761073,JOE'S MART  ,Convenience Store,1520,2nd Ave, ,Seattle,WA,98101,1508,KING,47.60949,-122.339,09/27/2005,06/02/2008
914567,1017769,Joe's Mart  ,Convenience Store,1520,2nd Ave, ,Seattle,WA,98101,1508,KING,47.60949,-122.339,11/04/2011,05/06/2013
914568,378974,JOE'S MINI MART  ,Convenience Store,6759,15th Ave NW, ,Seattle,WA,98117,5508,KING,0.0,0.0,12/20/1991,02/18/1997
914569,469669,JOE'S MINI MART  ,Convenience Store,6759,15th Ave NW, ,Seattle,WA,98117,5508,KING,0.0,0.0,02/19/1997,03/29/2000
914570,250987,JOE'S MINI MART  ,Convenience Store,6759,15th Ave NW, ,Seattle,WA,98117,5508,KING,0.0,0.0,04/27/2000,07/11/2001
914571,753890,JOES MART  ,Convenience Store,1520,2nd Ave, ,Seattle,WA,98101,1508,KING,47.60949,-122.339,06/29/2005,08/09/2005
914572,851888,Joes Mart  ,Convenience Store,1520,2nd Ave, ,Seattle,WA,98101,1508,KING,47.60949,-122.339,06/17/2008,09/25/2011
914573,851888,Joes Mart  ,Convenience Store,1520,2nd Ave, ,Seattle,WA,98101,1508,KING,47.60949,-122.339,10/03/2011,11/03/2011
914574,533983,JOHN'S CORNER DELI  ,Convenience Store,7500,35th Ave SW, ,Seattle,WA,98126,3228,KING,47.53542,-122.3766,07/30/1993,11/06/2008
914575,867130,John's Corner Deli  ,Convenience Store,7500,35th Ave SW, ,Seattle,WA,98126,3228,KING,47.53542,-122.3766,10/14/2008,05/26/2010
914576,263308,JOHN'S CORNER DELI & GROCERY  ,Convenience Store,7500,35th Ave SW, ,Seattle,WA,98126,3228,KING,0.0,0.0,08/02/1989,04/04/1993
914577,574491,JOHN'S CORNER DELI GROCERY  ,Convenience Store,7500,35th Ave SW, ,Seattle,WA,98126,3228,KING,0.0,0.0,04/01/1993,08/01/1993
914579,932420,John's Phinney Market  ,Convenience Store,5918,Phinney Ave N, ,Seattle,WA,98103,5834,KING,47.67195,-122.3543,02/11/2010,09/21/2011
914587,1100461,Johns Corner Deli Grocery  ,Convenience Store,7500,35th Ave SW, ,Seattle,WA,98126,3228,KING,47.53542,-122.3766,09/04/2013,07/02/2017
914589,817885,Johns Deli Mart  ,Convenience Store,6538,Fourth Ave S, ,Seattle,WA,98108, ,KING,47.54411,-122.3296,04/16/2007,08/24/2015
914590,440902,JONES BROTHERS MEATS  ,Meat/Poultry Specialty,5404,22nd Ave NW, ,Seattle,WA,98107,4007,KING,0.0,0.0,12/06/1968,04/25/2000
914591,300056,JORDAN'S DRUG & GROCERY CENTER  ,Combination Grocery/Other,2518,E Cherry St, ,Seattle,WA,98122,4932,KING,0.0,0.0,12/17/1968,10/16/1994
914592,300056,JORDAN'S DRUG & GROCERY CENTER  ,Combination Grocery/Other,2518,E Cherry St, ,Seattle,WA,98122,4932,KING,0.0,0.0,10/26/1994,07/03/1999
914593,387578,JORDAN'S GROCERY  ,Convenience Store,2518,E Cherry St, ,Seattle,WA,98122,4932,KING,0.0,0.0,07/29/1999,07/09/2000
914594,575516,JORDANS DRUG & GROCERY STORE  ,Convenience Store,2518,E Cherry St, ,Seattle,WA,98122,4932,KING,0.0,0.0,08/30/2000,03/31/2002
914595,987706,Jowhara & Joan Goods  ,Convenience Store,4437,Martin Luther King Jr Way S, ,Seattle,WA,98108,1689,KING,47.56321,-122.2951,02/28/2011,01/01/2015
914596,981997,JowHara and Joan Goods  ,Convenience Store,4437,Martin Luther King Jr Way S, ,Seattle,WA,98108,1689,KING,47.56321,-122.2951,01/11/2011,01/11/2011
914597,1242309,Joy Mini Mart  ,Convenience Store,4747,University Way Ne, ,Seattle,WA,98105,4412,KING,47.66443,-122.3131,06/17/2016,03/10/2019
914598,1353374,Joy Mini Mart  ,Convenience Store,4747,University Way NE, ,Seattle,WA,98105,4412,KING,47.66442,-122.3131,04/25/2019, 
914599,683367,JP'S MARKET  ,Convenience Store,12301,Sand Point Way NE, ,Seattle,WA,98125,5840,KING,0.0,0.0,06/18/1997,11/28/2000
914600,366429,JP'S MARKET  ,Convenience Store,12301,Sand Point Way NE, ,Seattle,WA,98125,5840,KING,47.7178,-122.2842,11/21/2003,01/30/2007
914601,809233,Js Quick Stop  ,Convenience Store,1618,Bellevue Ave,Ste 3,Seattle,WA,98122,2097,KING,47.61564,-122.3268,01/26/2007, 
914604,497677,JUDKINS ST GROCERY  ,Convenience Store,2610,S Judkins St, ,Seattle,WA,98144,3738,KING,0.0,0.0,01/23/1990,09/26/2001
914605,603622,JULIUS ROSSO NURSERY CO  ,Convenience Store,6404,Ellis Ave S, ,Seattle,WA,98108,2738,KING,0.0,0.0,04/13/1999,04/05/2004
914607,548494,JUNE'S MARKET  ,Unknown,9452,17th Ave SW, ,Seattle,WA,98106,2709,KING,0.0,0.0,06/24/1992,06/28/1999
914608,991736,Juneau St Market  ,Small Grocery Store,5901,California Ave SW, ,Seattle,WA,98136,1611,KING,47.55014,-122.3872,04/11/2011,10/16/2011
914609,1021872,Juneau Street Market  ,Convenience Store,5901,California Ave SW, ,Seattle,WA,98136,1611,KING,47.55014,-122.3872,10/17/2011, 
914613,305521,K S FOODMART  ,Convenience Store,7126,Ml King Jr Way S Ste 107, ,Seattle,WA,98118,3595,KING,0.0,0.0,11/22/1994,05/27/1996
914614,305521,K S FOODMART  ,Convenience Store,7126,Ml King Jr Way S Ste 107, ,Seattle,WA,98118,3595,KING,0.0,0.0,12/10/1996,08/10/1999
914616,964948,K Smoke Mart  ,Convenience Store,11726,Aurora Ave N, ,Seattle,WA,98133, ,KING,47.71496,-122.3448,10/21/2010,11/05/2014
914617,1171278,K Smoke Mart  ,Convenience Store,11726,Aurora Ave N, ,Seattle,WA,98133,8200,KING,47.7149,-122.3448,11/06/2014,10/11/2016
914618,1171278,K Smoke Mart  ,Convenience Store,11726,Aurora Ave N, ,Seattle,WA,98133,8200,KING,47.7149,-122.3448,06/07/2017,10/01/2018
914619,1364068,K Smoke Mart  ,Convenience Store,11726,Aurora Ave N,,Seattle,WA,98133,8200,KING,47.715,-122.3445,05/28/2019,02/01/2021
914620,1364068,K Smoke Mart  ,Convenience Store,11726,Aurora Ave N,,Seattle,WA,98133,8200,KING,47.715,-122.3445,10/22/2021, 
914621,833653,K Smokes & Mart  ,Convenience Store,11726,Aurora Ave N, ,Seattle,WA,98133,8200,KING,47.71496,-122.3448,11/01/2007,07/29/2010
914622,410031,K Y FAMILY MARKET  ,Convenience Store,3280,California Ave SW, ,Seattle,WA,98116,3305,KING,0.0,0.0,11/14/1997,08/31/1999
914623,295321,K'S DELI  ,Convenience Store,3950,Leary Way NW, ,Seattle,WA,98107,5049,KING,0.0,0.0,07/25/1995,08/16/1998
914624,460328,K'S DELI & GROCERY  ,Convenience Store,3950,Leary Way NW, ,Seattle,WA,98107,5049,KING,0.0,0.0,10/31/1986,06/21/1995
914625,947204,K's Deli & Grocery  ,Convenience Store,3950,Leary Way NW, ,Seattle,WA,98107,5049,KING,47.65523,-122.3611,06/03/2010, 
914626,366690,KAN ANG ASIAN GROCERY  ,Small Grocery Store,2822,Rainier Ave S, ,Seattle,WA,98144,6010,KING,0.0,0.0,06/19/1989,07/12/1994
914629,1063180,Kaushal Arco Ampm 6209,Convenience Store,950,N 85th St, ,Seattle,WA,98103,3932,KING,47.69062,-122.3451,07/17/2012,09/26/2016
914632,422720,KAY'S GROCERY  ,Convenience Store,241,Bellevue Ave E, ,Seattle,WA,98102,5505,KING,0.0,0.0,12/06/1972,07/08/1997
914633,1434802,Kebena Market  ,Combination Grocery/Other,5999,Rainier Ave S,,Seattle,WA,98118,2763,KING,47.54755,-122.277,02/09/2021, 
914634,475435,KEFAUVER'S GROCERY & DELI  ,Unknown,2804,NW Market St, ,Seattle,WA,98107,4214,KING,0.0,0.0,01/25/1990,11/14/1993
914635,243902,KEMAW GROCERY  ,Convenience Store,1800,E Yesler Way, ,Seattle,WA,98122,5748,KING,47.60173,-122.3086,07/06/2002,09/11/2012
914636,457633,KEN'S KORNER GROCERY  ,Convenience Store,2767,NW 85th St, ,Seattle,WA,98117,4546,KING,0.0,0.0,07/18/1988,06/09/1991
914637,281794,KEN'S KORNER GROCERY  ,Convenience Store,2767,NW 85th St, ,Seattle,WA,98117,4546,KING,0.0,0.0,07/17/1991,11/28/2000
914638,520476,KEN'S MARKET  ,Supermarket,2400,6th Ave W, ,Seattle,WA,98119,2509,KING,47.63971,-122.3649,01/06/1984,12/18/2007
914639,466383,Ken's Market  ,Combination Grocery/Other,7231,Greenwood Ave N, ,Seattle,WA,98103,5039,KING,47.68122,-122.3554,05/01/1988, 
914649,235649,KENS KORNER GROCERY  ,Convenience Store,2767,NW 85th St, ,Seattle,WA,98117,4546,KING,0.0,0.0,06/21/2002,03/01/2005
914650,824012,Kens QA  ,Supermarket,2400,6th Ave W, ,Seattle,WA,98119,2509,KING,47.63971,-122.3649,07/09/2007,08/15/2012
914651,824012,Kens QA  ,Supermarket,2400,6th Ave W, ,Seattle,WA,98119,2509,KING,47.63971,-122.3649,08/30/2012, 
914678,336510,KENYON STREET MARKET  ,Unknown,3901,SW Kenyon St, ,Seattle,WA,98136,2330,KING,0.0,0.0,09/24/1992,07/27/1994
914679,582375,KENYON STREET MARKET  ,Convenience Store,3901,SW Kenyon St, ,Seattle,WA,98136,2330,KING,0.0,0.0,07/29/1994,12/25/1995
914680,657510,KENYON STREET MARKET  ,Convenience Store,3901,SW Kenyon St, ,Seattle,WA,98136,2330,KING,0.0,0.0,04/02/1996,04/12/1996
914681,241697,KENYON STREET MARKET  ,Convenience Store,3901,SW Kenyon St, ,Seattle,WA,98136,2330,KING,0.0,0.0,06/26/1996,12/30/1997
914682,663286,KETTELLS'CORNER  ,Convenience Store,5800,4th Ave S, ,Seattle,WA,98108,3206,KING,0.0,0.0,10/12/1990,11/28/2000
914683,1041710,Khang Hoa Duong And Grocery  ,Combination Grocery/Other,1203,S Jackson St, ,Seattle,WA,98144,2018,KING,47.59917,-122.317,04/04/2012, 
914684,1041703,Khang Hoa Duong And Grocery  ,Combination Grocery/Other,6951,Martin Luther King Jr Way S,Ste 104,Seattle,WA,98118,3545,KING,47.53941,-122.2825,04/05/2012,05/05/2015
914685,1276376,Khang Hoa Duong And Grocery  ,Combination Grocery/Other,6951,Martin Luther King Jr Way S,Ste 104,Seattle,WA,98118,3545,KING,47.53944,-122.2825,03/20/2017,07/24/2019
914686,1413864,Kidus Grocery  ,Small Grocery Store,13737,Lake City Way NE,,Seattle,WA,98125,3615,KING,47.72936,-122.2926,08/13/2020,06/22/2021
914687,723334,KIM MEAT MARKET  ,Meat/Poultry Specialty,1517,SW Roxbury St, ,Seattle,WA,98106,2840,KING,0.0,0.0,12/01/2000,05/15/2001
914688,1198942,Kim Nhung Marketplace Inc.  ,Super Store,1221,S King St, ,Seattle,WA,98144,2024,KING,47.59831,-122.3163,06/17/2015, 
914690,928558,Kim's Family Market  ,Convenience Store,1718,NW Market St, ,Seattle,WA,98107,5224,KING,47.66874,-122.3796,12/13/2010,06/14/2012
914692,297967,KING 76  ,Convenience Store,6056,Martin Luther King Jr Way S, ,Seattle,WA,98118,3142,KING,47.54642,-122.2856,01/22/2004,09/29/2019
914693,920110,King Fried Chicken 1,Combination Grocery/Other,6754,Martin Luther King Jr Way S,Ste 103,Seattle,WA,98118,3278,KING,47.54115,-122.283,12/22/2009,04/07/2011
914696,865027,King Market  ,Small Grocery Store,3219,Martin Luther King Jr Way S,Ste A,Seattle,WA,98144,6046,KING,47.57428,-122.297,10/21/2008,04/29/2010
914697,943176,KING MARKET  ,Convenience Store,3219,Martin Luther King Jr Way S,Ste C,Seattle,WA,98144,6046,KING,47.57428,-122.297,04/08/2010,04/11/2016
914698,448811,KING OF THE HILL MARKET  ,Convenience Store,1705,E Olive Way, ,Seattle,WA,98102,5614,KING,0.0,0.0,03/20/1995,07/05/1999
914699,985323,King Of The Hill Market  ,Convenience Store,1705,E Olive Way, ,Seattle,WA,98102,5614,KING,47.61979,-122.3234,01/21/2011, 
914701,625716,KING PRODUCE  ,Fruits/Veg Specialty,12025,Des Moines Mem Dr S, ,Seattle,WA,98168,2227,KING,0.0,0.0,08/01/1996,08/31/1996
914702,984380,King Smoke Shop  ,Convenience Store,2834,NW Market St, ,Seattle,WA,98107,4214,KING,47.66868,-122.3945,12/21/2010,11/20/2011
914703,1035739,King Smoke Shop 2,Convenience Store,7758,15th Ave NW, ,Seattle,WA,98117,5413,KING,47.68612,-122.3767,11/06/2012,06/02/2013
914704,228813,KING WAY FOOD MART  ,Convenience Store,804,M L King Jr Way S, ,Seattle,WA,98144,3133,KING,47.59539,-122.2976,12/20/1995,09/12/2006
914705,804224,King's Deli  ,Convenience Store,2800,E Cherry St,Ste B,Seattle,WA,98122,5007,KING,47.60802,-122.2959,12/22/2006,01/03/2010
914706,804224,King's Deli  ,Convenience Store,2800,E Cherry St,Ste B,Seattle,WA,98122,5007,KING,47.60802,-122.2959,07/20/2010,01/27/2019
914710,306214,KING'S MARKET  ,Convenience Store,12923,Ml King Jr Way, ,Seattle,WA,98178,4611,KING,47.48712,-122.2579,08/17/1995,08/30/2007
914712,1349732,Kings Deli And Grocery Llc  ,Convenience Store,2800,E Cherry St,Ste C,Seattle,WA,98122,5007,KING,47.60802,-122.2959,02/06/2019, 
914713,826631,Kings Market  ,Convenience Store,12923,Martin Luther King Jr Way, ,Seattle,WA,98178,4611,KING,47.48682,-122.2575,08/30/2007,12/03/2019
914720,1473267,Kitchen And Market 001,Combination Grocery/Other,1926,Pike Pl,,Seattle,WA,98101,1013,KING,47.61037,-122.3428,10/04/2021, 
914721,970590,Kitimat Seattle Gull  ,Convenience Store,3215,4th Ave S, ,Seattle,WA,98134,1916,KING,47.57532,-122.3291,10/28/2010,11/20/2011
914730,372674,KOMPONG THOM MARKET  ,Medium Grocery Store,2826,M L King Jr Way S, ,Seattle,WA,98144,6004,KING,0.0,0.0,02/21/1992,10/31/2001
914731,391755,KOSHIN FOOD SERVICES  ,Small Grocery Store,906,SW Trenton St, ,Seattle,WA,98106,2529,KING,0.0,0.0,11/12/2003,02/08/2005
914732,847453,Kress IGA Supermaket  ,Combination Grocery/Other,1427,3rd Ave, ,Seattle,WA,98101,2105,KING,47.60897,-122.3372,06/03/2008,06/16/2021
914733,698216,KS FOOD MART  ,Convenience Store,7126,M L King Way S Ste 107, ,Seattle,WA,98118,3595,KING,0.0,0.0,02/22/2002,12/06/2002
914734,572757,KS FOOD MART  ,Convenience Store,7126,Mlk Jr Way S Ste 107, ,Seattle,WA,98118,3595,KING,47.53812,-122.2814,03/07/2003,01/02/2007
914735,614589,KS FOODS MART  ,Convenience Store,7126,Ml King Jr Way S Ste 107, ,Seattle,WA,98118,3595,KING,0.0,0.0,01/10/2001,02/13/2002
914738,592141,KUE HING CO INC  ,Unknown,651,S Jackson St, ,Seattle,WA,98104,2928,KING,0.0,0.0,06/26/1981,10/16/1994
914740,588831,KWAN ON WING CO  ,Small Grocery Store,679,S King St, ,Seattle,WA,98104,2936,KING,0.0,0.0,01/01/1930,10/14/1992
914743,973150,La Bodega De Seattle  ,Convenience Store,2505,Beacon Ave S, ,Seattle,WA,98144,5125,KING,47.58089,-122.3138,11/02/2010,03/24/2011
914744,683349,LA BODEGUITA SPECIALTY FOODS  ,Unknown,2528A,Beacon Ave S, ,Seattle,WA,98144,5126,KING,0.0,0.0,06/23/1993,02/22/2004
914751,991743,La Esperanza De Seattle  ,Convenience Store,2505,Beacon Ave S, ,Seattle,WA,98144,5125,KING,47.58089,-122.3138,04/14/2011,02/17/2020
914752,1349508,La Esperanza Mercado Y Carniceria  ,Medium Grocery Store,2500,Beacon Ave S, ,Seattle,WA,98144,5126,KING,47.58062,-122.3134,04/02/2019, 
914754,603121,LA FLOR CHICANA  ,Convenience Store,9618,4th Ave SW # 2, ,Seattle,WA,98106,3115,KING,47.51645,-122.34,12/11/2002,06/29/2005
914772,1159841,La Rick-Ota  Llp  ,Small Grocery Store,11036,1st Ave S, ,Seattle,WA,98168,1402,KING,47.50433,-122.3336,09/18/2014,09/26/2016
914783,954675,LAKE CITY CHEVRON  ,Convenience Store,13001,Lake City Way NE, ,Seattle,WA,98125,4428,KING,47.72307,-122.2931,06/29/2010,05/01/2016
914784,1015897,Lake City Dollar Store  ,Convenience Store,13737,Lake City Way NE, ,Seattle,WA,98125,3615,KING,47.72933,-122.2924,09/12/2011,02/16/2015
914785,233864,LAKE CITY FARMERS MARKET  ,Farmers' Market,12707,30th Ave NE, ,Seattle,WA,98125,4403,KING,47.72124,-122.2964,06/27/2002,05/17/2011
914786,1362179,Lake City Farmers Market  ,Farmers' Market,12707,30th Ave Ne, ,Seattle,WA,98125,4403,KING,47.72129,-122.2964,04/25/2019, 
914787,991102,Lake City Grocery Outlet 118,Super Store,3020,NE 127th St, ,Seattle,WA,98125,4415,KING,47.72114,-122.2958,03/15/2011,03/12/2014
914788,1108835,Lake City Grocery Outlet  ,Super Store,3020,Ne 127th St, ,Seattle,WA,98125,4415,KING,47.72114,-122.2958,07/15/2013,07/05/2015
914789,1203219,Lake City Grocery Outlet  ,Supermarket,3020,NE 127th St, ,Seattle,WA,98125,4415,KING,47.72112,-122.2953,06/30/2015,03/16/2017
914790,1275246,Lake City Grocery Outlet  ,Supermarket,3020,Ne 127th St, ,Seattle,WA,98125,4415,KING,47.72112,-122.2953,03/03/2017,08/01/2021
914791,1442503,Lake City Grocery Outlet 118,Supermarket,3020,NE 127th St,,Seattle,WA,98125,4415,KING,47.72175,-122.2952,03/16/2021, 
914792,810172,Lake City Market  ,Small Grocery Store,12516,Lake City Way NE, ,Seattle,WA,98125,4425,KING,47.71956,-122.2949,04/16/2007,05/01/2008
914793,242968,LAKE CITY MARKET #609  ,Supermarket,12015,31st Ave NE, ,Seattle,WA,98125,5501,KING,0.0,0.0,07/13/1988,09/02/1996
914794,242968,LAKE CITY MARKET #609  ,Supermarket,12015,31st Ave NE, ,Seattle,WA,98125,5501,KING,0.0,0.0,09/06/1996,10/31/2000
914795,390993,LAKE CITY QUICK STOP  ,Convenience Store,14312,Lake City Way NE, ,Seattle,WA,98125,3620,KING,0.0,0.0,08/28/1997,05/17/1998
914796,732006,Lake City Quick Stop  ,Convenience Store,14312,Lake City Way NE, ,Seattle,WA,98125,3620,KING,47.73198,-122.2924,11/02/2004,02/01/2006
914797,776468,LAKE CITY QUICK STOP  ,Convenience Store,14312,Lake City Way NE, ,Seattle,WA,98125,3620,KING,47.73198,-122.2924,02/16/2006,09/27/2006
914798,316836,LAKE CITY QUIK STOP  ,Convenience Store,14312,Lake City Way NE, ,Seattle,WA,98125,3620,KING,0.0,0.0,09/10/1991,08/03/1997
914799,955135,LAKE CITY SHELL  ,Convenience Store,8721,Lake City Way NE, ,Seattle,WA,98115,3287,KING,47.69148,-122.3066,06/25/2010, 
914800,1247208,Lake City Way Shell  ,Convenience Store,13001,Lake City Way NE, ,Seattle,WA,98125,4428,KING,47.72347,-122.293,05/31/2016, 
914818,509915,LAM SEAFOOD  ,Supermarket,1221,S King St, ,Seattle,WA,98144,2024,KING,0.0,0.0,07/01/1992,01/31/2002
914819,364210,LAM SEAFOOD  ,Super Store,1221,S King St, ,Seattle,WA,98144,2024,KING,47.59831,-122.3164,03/27/2002,08/10/2015
914821,494560,LAMONT'S MARKET  ,Convenience Store,2253,N 56th St, ,Seattle,WA,98103,6209,KING,0.0,0.0,04/15/1988,03/29/1995
914822,1007925,Lander Street Shell  ,Convenience Store,2461,4th Ave S, ,Seattle,WA,98134,1925,KING,47.58019,-122.3291,08/15/2011,04/11/2016
914824,609612,LARRY'S DELI MARKET  ,Convenience Store,2312,4th Ave, ,Seattle,WA,98121,1718,KING,0.0,0.0,01/13/1994,07/31/2002
914826,507552,LARRY'S MARKET #3  ,Super Store,100,Mercer St, ,Seattle,WA,98109,4008,KING,47.62462,-122.3554,02/08/1995,06/04/2007
