,Record ID,Store Name,Store Type,Street Number,Street Name,Additional Address,City,State,Zip Code,Zip4,County,Latitude,Longitude,Authorization Date,End Date
912921,1276671,Ama New Store Ll.c  ,Convenience Store,3851,Rainier Ave S, ,Seattle,WA,98118,1139,KING,47.56847,-122.2897,03/28/2017,03/31/2021
912923,1449791,Amazon Fresh MAB6,Super Store,2301,S Jackson St,,Seattle,WA,98144,2357,KING,47.59882,-122.3019,04/15/2021, 
912925,1380149,Amazon Go ISE7,Combination Grocery/Other,920,5th Ave, ,Seattle,WA,98104, ,KING,47.6062,-122.3314,10/08/2019,03/30/2021
912926,1380149,Amazon Go ISE7,Combination Grocery/Other,920,5th Ave, ,Seattle,WA,98104, ,KING,47.6062,-122.3314,04/15/2021, 
912927,1472178,Amazon Go IBF4,Combination Grocery/Other,1423,4th Ave, ,Seattle,WA,98101,2201,KING,47.60965,-122.3366,09/23/2021, 
912928,1474936,Amazon Go IBF3,Combination Grocery/Other,1906,Terry Ave, ,Seattle,WA,98101,1425,KING,47.61665,-122.3336,10/07/2021, 
912929,1380152,Amazon Go - 300 Boren Ave  ,Combination Grocery/Other,300,Boren Ave N, ,Seattle,WA,98109,5305,KING,47.6212,-122.3352,10/08/2019,03/30/2021
912930,1380152,Amazon Go - 300 Boren Ave  ,Combination Grocery/Other,300,Boren Ave N, ,Seattle,WA,98109,5305,KING,47.6212,-122.3352,04/15/2021, 
912931,1398296,Amazon Go - 610 E Pike St  ,Combination Grocery/Other,610,E Pike St, ,Seattle,WA,98122,3718,KING,47.61411,-122.3241,03/03/2020, 
912932,1380151,Amazon Go - 7th & Blanchard  ,Combination Grocery/Other,2131,7th Ave, ,Seattle,WA,98121,5114,KING,47.61642,-122.3398,10/08/2019, 
912933,1380153,Amazon Go - Macys Building  ,Combination Grocery/Other,100,Pine St, ,Seattle,WA,98101,1512,KING,47.60991,-122.3409,10/08/2019,03/30/2021
912934,1380155,Amazon Go Madison - Minor  ,Combination Grocery/Other,1122,Madison St, ,Seattle,WA,98104,1335,KING,47.60971,-122.3243,10/08/2019, 
912943,1181890,Amiin Grocery  ,Small Grocery Store,6301,Rainier Ave S,Ste 3,Seattle,WA,98118,2789,KING,47.54594,-122.2759,02/23/2015,09/22/2015
912944,1015150,Amin International Grocery Fashion & Deli Llc  ,Convenience Store,7126,Martin Luther King Jr Way S,Ste 105,Seattle,WA,98118,3595,KING,47.53812,-122.2814,09/13/2011,10/24/2013
912945,1043011,Ammana House Ware And Grocery  ,Small Grocery Store,5503,Martin Luther King Jr Way S, ,Seattle,WA,98118,2236,KING,47.55248,-122.2888,03/06/2012,02/02/2020
912946,1043011,Ammana House Ware And Grocery  ,Small Grocery Store,5503,Martin Luther King Jr Way S, ,Seattle,WA,98118,2236,KING,47.55248,-122.2888,05/06/2020, 
912949,510687,AMY'S MERKATO  ,Convenience Store,2922,E Cherry St, ,Seattle,WA,98122,5034,KING,0.0,0.0,03/18/1992,05/04/2000
912950,910249,Amy's Merkato  ,Small Grocery Store,1510,NE 117th St, ,Seattle,WA,98125,5139,KING,47.71402,-122.3123,11/13/2009,06/05/2013
912951,265734,AMYS MERKATO  ,Small Grocery Store,2922,E Cherry St, ,Seattle,WA,98122,5034,KING,47.60805,-122.2946,07/19/2000,11/29/2017
912952,931809,An  Xuyen-Q Bakery Sandwiches  ,Medium Grocery Store,3818,S Graham St,Ste B,Seattle,WA,98118,3116,KING,47.54606,-122.2843,02/17/2010,06/07/2018
912953,372064,AN DONG MARKET  ,Convenience Store,206,12th Ave S, ,Seattle,WA,98144,2084,KING,0.0,0.0,09/14/1987,04/28/1999
912955,1422498,Angeline's Mexican Store  ,Small Grocery Store,5041,Rainier Ave S,Ste 102,Seattle,WA,98118,1946,KING,47.55598,-122.2841,10/07/2020, 
912956,557692,ANGKOR MARKET  ,Medium Grocery Store,9660,16th Ave SW, ,Seattle,WA,98106,2827,KING,0.0,0.0,06/04/1987,08/08/1993
912957,1410638,Anh Shenh  ,Combination Grocery/Other,1041,S King St, ,Seattle,WA,98104,3020,KING,47.59816,-122.3178,02/04/2021, 
912959,468933,APD FOOD MARKET  ,Convenience Store,12301,Sand Point Way NE, ,Seattle,WA,98125,5840,KING,0.0,0.0,09/05/1990,02/26/1996
912960,658075,ARADA CENTER  ,Convenience Store,452,12th Ave, ,Seattle,WA,98122,5507,KING,47.60573,-122.3167,04/09/2003,01/02/2011
912961,658075,ARADA CENTER  ,Convenience Store,452,12th Ave, ,Seattle,WA,98122,5507,KING,47.60573,-122.3167,07/14/2011,01/21/2015
912962,1176012,Arada Center  ,Convenience Store,452,12th Ave, ,Seattle,WA,98122,5507,KING,47.60567,-122.3167,01/22/2015,07/29/2015
912963,1205981,Arada Center  ,Convenience Store,452,12th Ave, ,Seattle,WA,98122,5507,KING,47.60567,-122.3167,07/30/2015,12/26/2019
912975,571000,ARCO AM/PM  5445,Convenience Store,665,23rd Ave, ,Seattle,WA,98122,6000,KING,47.60787,-122.3028,12/17/2003,12/20/2018
912976,748945,ARCO AM/PM  ,Convenience Store,7200,E Marginal Way S, ,Seattle,WA,98108,3510,KING,47.53838,-122.3201,09/28/2005,03/27/2008
912978,982194,Arco am/pm  ,Convenience Store,10822,Roosevelt Way NE, ,Seattle,WA,98125,7354,KING,47.70822,-122.3178,12/08/2010,01/12/2012
912980,982194,Arco am/pm  ,Convenience Store,10822,Roosevelt Way NE, ,Seattle,WA,98125,7354,KING,47.70822,-122.3178,12/05/2013, 
912987,1297002,Arco Ampm 7045,Convenience Store,2802,Rainier Ave S, ,Seattle,WA,98144,6010,KING,47.57793,-122.2978,09/01/2017,04/11/2019
912993,1310945,Arco Ampm 7013,Convenience Store,5620,Martin Luther King Jr Way S, ,Seattle,WA,98118,2239,KING,47.55138,-122.288,01/11/2018,09/03/2018
912996,1357011,Arco Ampm 7155,Convenience Store,7301,Delridge Way SW, ,Seattle,WA,98106,1740,KING,47.53716,-122.3613,03/06/2019,09/23/2019
913000,1297002,Arco Ampm 7045,Convenience Store,2802,Rainier Ave S, ,Seattle,WA,98144,6010,KING,47.57793,-122.2978,04/08/2020,12/08/2020
913002,1310945,Arco Ampm 7013,Convenience Store,5620,Martin Luther King Jr Way S, ,Seattle,WA,98118,2239,KING,47.55138,-122.288,04/08/2020, 
913003,1357011,Arco Ampm 7155,Convenience Store,7301,Delridge Way SW, ,Seattle,WA,98106,1740,KING,47.53716,-122.3613,04/08/2020, 
913008,246714,ARNOLD'S DELI & GAS  ,Unknown,2654,NW Market St, ,Seattle,WA,98107,4139,KING,0.0,0.0,01/22/1992,01/09/1996
913010,583449,ARRAT KILLO GROCERY AND DELI  ,Unknown,302,14th Ave S Ste A, ,Seattle,WA,98144,2088,KING,0.0,0.0,02/01/1994,12/28/1995
913011,1125149,Ars 110 110,Convenience Store,630,Elliott Avenue W, ,Seattle,WA,98119, ,KING,47.6252,-122.3664,12/11/2013,05/02/2018
913013,392801,ART'S FAMILY CENTER  ,Supermarket,9999,Holman Rd NW, ,Seattle,WA,98117,2099,KING,0.0,0.0,01/01/1930,07/27/1998
913015,398650,ASIA AMERICA MARKET  ,Small Grocery Store,9237,Rainier Ave S, ,Seattle,WA,98118,5569,KING,0.0,0.0,01/22/1992,07/29/1995
913017,604419,ASIA MARKET  ,Small Grocery Store,9615,15th Ave SW, ,Seattle,WA,98106,2821,KING,0.0,0.0,12/01/1983,04/05/1997
913018,388303,ASIA MARKET  ,Meat/Poultry Specialty,9615,15th Ave SW, ,Seattle,WA,98106,2821,KING,0.0,0.0,04/16/1997,04/07/2000
913020,511522,ASIAN CONNECTION  ,Supermarket,625,S Jackson St, ,Seattle,WA,98104,2910,KING,0.0,0.0,03/12/1982,09/02/1996
913021,511522,ASIAN CONNECTION  ,Supermarket,625,S Jackson St, ,Seattle,WA,98104,2910,KING,0.0,0.0,09/27/1996,07/05/1999
913022,511522,ASIAN CONNECTION  ,Supermarket,625,S Jackson St, ,Seattle,WA,98104,2910,KING,0.0,0.0,07/21/1999,10/30/2000
913023,707878,ASIAN EXPRESS  ,Convenience Store,2122,14th Ave S, ,Seattle,WA,98144,4208,KING,0.0,0.0,11/09/1993,07/25/1995
913024,521472,ASIAN EXPRESS  ,Convenience Store,2122,14th Ave S, ,Seattle,WA,98144,4208,KING,47.58384,-122.3147,07/25/1995,03/14/2021
913027,1181226,Asian Food Center Seattle Llc  ,Super Store,13200,Aurora Ave N, ,Seattle,WA,98133,7599,KING,47.72526,-122.3449,03/02/2015, 
913028,711155,ASIAN FOOD EXPRESS  ,Delivery Route,1532,12th Ave S Apt 102, ,Seattle,WA,98144,3454,KING,0.0,0.0,02/16/1995,03/08/1998
